Protein,BINCODE,NAME,mean
eucgr.b00605.3.p,_29.3.1_,'protein.targeting.nucleus',5.85857586617142e-13
eucgr.b00630.1.p,_10.5.5_,'cell wall.cell wall proteins.RGP',4.80379789283536e-12
eucgr.b00638.1.p,_13.2.3.1.1_,'amino acid metabolism.degradation.aspartate family.asparagine.L-asparaginase',3.00130828418253e-12
eucgr.b00659.1.p,_22.1.4_,'polyamine metabolism.synthesis.agmatine deiminase',4.58447930143081e-12
eucgr.b00660.1.p,_23.3.2.2_,'nucleotide metabolism.salvage.nucleoside kinases.uridine kinase',1.16603189586713e-12
eucgr.b00672.1.p,_27.3.99_,'RNA.regulation of transcription.unclassified',4.39958450663974e-13
eucgr.b00704.1.p,_31.1_,'cell.organisation',1.19574062542716e-12
eucgr.b00732.1.p,_29.2.1.2.1.7_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7',1.15835494299864e-11
eucgr.b00851.1.p,_35.2_,'not assigned.unknown',7.83227230353629e-13
eucgr.b00852.2.p,_30.5_,'signalling.G-proteins',2.93676960465644e-12
eucgr.b00856.1.p,"_29.4_, _30.5_, _33.99_","'protein.postranslational modification', 'signalling.G-proteins', 'development.unspecified'",2.4274101608089e-11
eucgr.b00859.5.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",4.61590513316354e-12
eucgr.b00872.1.p,_35.2_,'not assigned.unknown',8.08771640601355e-13
eucgr.b00991.1.p,_35.1_,'not assigned.no ontology',1.14109853721978e-12
eucgr.b00995.2.p,_3.5_,'minor CHO metabolism.others',2.34668594575886e-12
eucgr.b01001.1.p,_31.4_,'cell.vesicle transport',9.17506577585347e-13
eucgr.b01003.1.p,_17.2.3_,'hormone metabolism.auxin.induced-regulated-responsive-activated',5.21689316493105e-12
eucgr.b01003.3.p,_17.2.3_,'hormone metabolism.auxin.induced-regulated-responsive-activated',9.06501068532288e-13
eucgr.b01007.1.p,_30.11_,'signalling.light',4.35018145928677e-12
eucgr.b01008.8.p,_30.11_,'signalling.light',2.46478294816198e-12
eucgr.b01017.1.p,_15.3_,'metal handling.regulation',2.95745513394802e-12
eucgr.b01018.2.p,_35.1_,'not assigned.no ontology',7.60505191233346e-13
eucgr.b01030.1.p,_29.2.1.2.1.53_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A',5.53541202344543e-12
eucgr.b01087.1.p,_26.13_,'misc.acid and other phosphatases',1.79581602196304e-12
eucgr.b01088.1.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',4.99573988942068e-10
eucgr.b01090.1.p,_34.2_,'transport.sugars',2.17239154076847e-12
eucgr.b01108.2.p,_2.1.2.1_,'major CHO metabolism.synthesis.starch.AGPase',3.42717607049545e-11
eucgr.b01112.1.p,_21.5_,'redox.peroxiredoxin',4.28541188284219e-11
eucgr.b01122.4.p,_3.5_,'minor CHO metabolism.others',8.39265554108147e-13
eucgr.b01123.1.p,_15_,'metal handling',1.35445012510238e-11
eucgr.b01152.1.p,_26.1_,'misc.misc2',7.70462269045081e-12
eucgr.b01155.1.p,_26.1_,'misc.misc2',9.36958359218839e-12
eucgr.b01156.4.p,_26.1_,'misc.misc2',2.27638042484483e-11
eucgr.b01163.2.p,_12.2.2_,'N-metabolism.ammonia metabolism.glutamine synthetase',2.25791833508958e-10
eucgr.b01189.1.p,_29.4_,'protein.postranslational modification',1.03475725085878e-12
eucgr.b01217.1.p,_35.2_,'not assigned.unknown',2.50064461055881e-12
eucgr.b01253.1.p,_16.8.5.1_,'secondary metabolism.flavonoids.isoflavones.isoflavone reductase',1.89448567842161e-12
eucgr.b01262.2.p,_11.1.12_,'lipid metabolism.FA synthesis and FA elongation.ACP protein',3.85688117884227e-11
eucgr.b01266.3.p,_35.2_,'not assigned.unknown',1.34748168286712e-12
eucgr.b01311.1.p,_30.8_,'signalling.misc',1.11234178453314e-11
eucgr.b01361.1.p,_35.1_,'not assigned.no ontology',1.28961368010333e-12
eucgr.b01380.1.p,_10.5.5_,'cell wall.cell wall proteins.RGP',1.52087887761433e-12
eucgr.b01407.2.p,"_27.3.11_, _27.3.12_","'RNA.regulation of transcription.C2H2 zinc finger family', 'RNA.regulation of transcription.C3H zinc finger family'",1.23252090823392e-12
eucgr.b01418.1.p,_29.2.3_,'protein.synthesis.initiation',1.23229649238414e-12
eucgr.b01424.1.p,_21.1_,'redox.thioredoxin',1.54791574641741e-11
eucgr.b01425.1.p,_11.1.1.2.3_,'lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation.heteromeric Complex.Biotin Carboxyl Carrier Protein',3.12146093649076e-12
eucgr.b01429.2.p,_30.3_,'signalling.calcium',1.43796085798822e-12
eucgr.b01439.1.p,"_1.2.1_, _3.99_","'PS.photorespiration.phosphoglycolate phosphatase', 'minor CHO metabolism.misc'",9.31530177605528e-11
eucgr.b01448.1.p,_20.1_,'stress.biotic',1.19142896899226e-12
eucgr.b01450.1.p,_26.11_,'misc.alcohol dehydrogenases',5.75872200592455e-13
eucgr.b01453.3.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",2.5426398681544e-12
eucgr.b01462.1.p,_29.2.5_,'protein.synthesis.release',1.34345263060059e-12
eucgr.b01475.2.p,_16.1.3.3_,'secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase',3.43617332715122e-11
eucgr.b01498.1.p,_3.5_,'minor CHO metabolism.others',4.60380092911811e-12
eucgr.b01499.1.p,_3.5_,'minor CHO metabolism.others',2.62636796175712e-12
eucgr.b01579.1.p,_26.1_,'misc.misc2',1.63875263708964e-12
eucgr.b01579.4.p,_26.1_,'misc.misc2',7.88860918210004e-12
eucgr.b01600.2.p,_29.2.1.2.2.22_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22',2.61784910641247e-11
eucgr.b01628.1.p,_29.1_,'protein.aa activation',6.41479589556283e-13
eucgr.b01695.4.p,_35.2_,'not assigned.unknown',2.66387049465272e-12
eucgr.b01760.1.p,_21.6_,'redox.dismutases and catalases',4.13978975835173e-11
eucgr.b01896.3.p,_30.11_,'signalling.light',8.14480220285794e-12
eucgr.b01908.1.p,_29.2.1.2.2.18_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18',4.80761788073373e-12
eucgr.b01915.1.p,_35.1_,'not assigned.no ontology',1.42185815301787e-12
eucgr.b01965.2.p,_35.2_,'not assigned.unknown',4.17382820503184e-12
eucgr.b01969.1.p,_35.2_,'not assigned.unknown',3.21293885497498e-12
eucgr.b01990.4.p,_30.5_,'signalling.G-proteins',4.27580880598738e-12
eucgr.b01994.1.p,_26.8_,"'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'",8.94894964817959e-12
eucgr.b01996.1.p,_26.8_,"'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'",8.05047711084105e-12
eucgr.b02001.1.p,_26.26.1_,'misc.aminotransferases.aminotransferase class IV family protein',1.94162898374182e-12
eucgr.b02012.1.p,_29.1.20_,'protein.aa activation.phenylalanine-tRNA ligase',1.73800818202987e-12
eucgr.b02080.2.p,_29.3.1_,'protein.targeting.nucleus',2.92481836066667e-12
eucgr.b02106.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',6.11241818787613e-12
eucgr.b02112.1.p,_7.2.4_,'OPP.non-reductive PP.ribose 5-phosphate isomerase',1.02733844168571e-10
eucgr.b02118.2.p,_21.2.1.1_,'redox.ascorbate and glutathione.ascorbate.GME',1.81987161723314e-11
eucgr.b02162.1.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',2.81581392084467e-11
eucgr.b02180.2.p,_16.1.4.21_,'secondary metabolism.isoprenoids.carotenoids.violaxanthin de-epoxidase',7.59137024050002e-12
eucgr.b02183.2.p,_29.2.1.1.1.2.18_,'protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L18',4.75110774937485e-12
eucgr.b02212.1.p,_20.1.7_,'stress.biotic.PR-proteins',7.52914149856125e-12
eucgr.b02212.5.p,_20.1.7_,'stress.biotic.PR-proteins',1.26101957892712e-11
eucgr.b02222.1.p,_16.2.1.7_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CCR1',4.10893703499248e-12
eucgr.b02223.3.p,_35.1_,'not assigned.no ontology',2.18950323209487e-12
eucgr.b02226.1.p,_29.5.11.2_,'protein.degradation.ubiquitin.E1',8.77054458812331e-12
eucgr.b02236.4.p,_30.5_,'signalling.G-proteins',1.95922013987613e-12
eucgr.b02251.1.p,_18_,'Co-factor and vitamine metabolism',2.89028262206978e-12
eucgr.b02252.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',4.87665918352904e-12
eucgr.b02267.1.p,_13.1.6.5.1_,'amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate synthase',1.07254973084849e-12
eucgr.b02273.5.p,_18.2_,'Co-factor and vitamine metabolism.thiamine',3.15282957073896e-12
eucgr.b02278.2.p,_2.2.2.2_,'major CHO metabolism.degradation.starch.starch phosphorylase',1.70152032263517e-11
eucgr.b02289.1.p,_29.3.2_,'protein.targeting.mitochondria',8.76986459970099e-13
eucgr.b02294.2.p,_20.2.2_,'stress.abiotic.cold',8.67082907353138e-12
eucgr.b02304.1.p,_26.8_,"'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'",6.79572488968104e-13
eucgr.b02306.1.p,_27.2_,'RNA.transcription',2.4702573425704e-11
eucgr.b02309.1.p,_34.2_,'transport.sugars',1.15934364238864e-11
eucgr.b02310.1.p,_1.3.13_,'PS.calvin cycle.rubisco interacting',1.29625686292645e-10
eucgr.b02312.1.p,_29.3.3_,'protein.targeting.chloroplast',1.01601200936151e-11
eucgr.b02323.1.p,"_29.5.7_, _29.5.9_","'protein.degradation.metalloprotease', 'protein.degradation.AAA type'",9.74827403917427e-13
eucgr.b02352.1.p,_31.4_,'cell.vesicle transport',7.34237003636404e-13
eucgr.b02376.1.p,_20.2.1_,'stress.abiotic.heat',2.18530246989263e-12
eucgr.b02380.3.p,_29.3.3_,'protein.targeting.chloroplast',1.00742443778909e-12
eucgr.b02389.3.p,_27.4_,'RNA.RNA binding',7.1262097245479e-12
eucgr.b02431.1.p,_34.21_,'transport.calcium',1.34383418843191e-12
eucgr.b02444.1.p,_35.1_,'not assigned.no ontology',2.43803139276262e-12
eucgr.b02456.2.p,_21.2.1_,'redox.ascorbate and glutathione.ascorbate',2.20597769421748e-11
eucgr.b02473.1.p,_29.2.4_,'protein.synthesis.elongation',1.20851901592302e-12
eucgr.b02479.2.p,_13.2.4.4_,'amino acid metabolism.degradation.branched chain group.leucine',3.38739638209197e-12
eucgr.b02489.1.p,_18_,'Co-factor and vitamine metabolism',2.78163257365873e-12
eucgr.b02495.1.p,_16.1.1.6_,'secondary metabolism.isoprenoids.non-mevalonate pathway.HDS',9.65000104360607e-12
eucgr.b02499.1.p,_34.19.1_,'transport.Major Intrinsic Proteins.PIP',3.78088734149939e-12
eucgr.b02532.1.p,"_1.3.13_, _29.6_","'PS.calvin cycle.rubisco interacting', 'protein.folding'",8.34627651481147e-11
eucgr.b02546.1.p,_20.2.99_,'stress.abiotic.unspecified',1.76901588685054e-11
eucgr.b02568.1.p,_16.8.2_,'secondary metabolism.flavonoids.chalcones',8.58693533892226e-12
eucgr.b02576.1.p,_30.2.10_,'signalling.receptor kinases.leucine rich repeat X',4.2936259626439e-13
eucgr.b02584.1.p,_26.9_,'misc.glutathione S transferases',1.56815179525348e-11
eucgr.b02587.1.p,_35.1.40_,'not assigned.no ontology.glycine rich proteins',6.62010893677032e-13
eucgr.b02588.1.p,_27.1_,'RNA.processing',4.75616354232766e-12
eucgr.b02591.1.p,_27.3.12_,'RNA.regulation of transcription.C3H zinc finger family',3.8128315331494e-12
eucgr.b02592.1.p,_11.1.6_,'lipid metabolism.FA synthesis and FA elongation.enoyl ACP reductase',3.85441860301904e-12
eucgr.b02600.1.p,_35.2_,'not assigned.unknown',8.03032594944598e-12
eucgr.b02608.2.p,_31.1_,'cell.organisation',5.6540666738353e-12
eucgr.b02610.1.p,_25.2_,'C1-metabolism.formate-tetrahydrofolate ligase',1.45342046874163e-11
eucgr.b02620.1.p,_35.2_,'not assigned.unknown',9.45908714618187e-13
eucgr.b02628.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',1.9416544825009e-12
eucgr.b02637.1.p,_16.8.2_,'secondary metabolism.flavonoids.chalcones',1.30253916987397e-12
eucgr.b02642.1.p,_16.8.2_,'secondary metabolism.flavonoids.chalcones',5.21715407738375e-13
eucgr.b02646.1.p,_16.8.2_,'secondary metabolism.flavonoids.chalcones',1.6439582239737e-12
eucgr.b02697.2.p,_35.2_,'not assigned.unknown',2.48765848509036e-13
eucgr.b02711.1.p,"_3.5_, _16.8.2_","'minor CHO metabolism.others', 'secondary metabolism.flavonoids.chalcones'",2.09965055004559e-11
eucgr.b02718.1.p,_23.3.1.3_,'nucleotide metabolism.salvage.phosphoribosyltransferases.upp',6.85910664279557e-12
eucgr.b02732.1.p,_20.2.2_,'stress.abiotic.cold',4.80569426714306e-12
eucgr.b02755.2.p,_1.3.7_,'PS.calvin cycle.FBPase',1.02317708563596e-10
eucgr.b02761.2.p,_29.6_,'protein.folding',3.96494399053637e-12
eucgr.b02769.1.p,_11.1.1.2.1_,'lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation.heteromeric Complex.alpha Carboxyltransferase',2.36777720770485e-12
eucgr.b02771.1.p,_20.1_,'stress.biotic',2.38213361055607e-12
eucgr.b02777.1.p,_26.9_,'misc.glutathione S transferases',9.98768421048324e-13
eucgr.b02780.1.p,_26.9_,'misc.glutathione S transferases',4.07867874131737e-13
eucgr.b02811.4.p,_35.1_,'not assigned.no ontology',1.58234926973649e-12
eucgr.b02855.1.p,_26.13_,'misc.acid and other phosphatases',7.3973953687036e-13
eucgr.b02864.1.p,_1.3.6_,'PS.calvin cycle.aldolase',2.95442440452462e-11
eucgr.b02878.1.p,_9.9_,'mitochondrial electron transport / ATP synthesis.F1-ATPase',1.04189410773654e-12
eucgr.b02879.1.p,_1.1.5.4_,'PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase',5.77812553945988e-12
eucgr.b02893.1.p,_34.16_,'transport.ABC transporters and multidrug resistance systems',5.70739970784792e-12
eucgr.b02909.1.p,"_29.4_, _29.6_","'protein.postranslational modification', 'protein.folding'",8.77333334672735e-12
eucgr.b02929.1.p,_4.2.2_,'glycolysis.plastid branch.phosphoglucomutase (PGM)',1.43230601129373e-12
eucgr.b02936.2.p,_35.1.3_,'not assigned.no ontology.armadillo/beta-catenin repeat family protein',6.90217724432055e-13
eucgr.b02940.3.p,_35.1.21_,'not assigned.no ontology.epsin N-terminal homology (ENTH) domain-containing protein',1.07497084927063e-12
eucgr.b02942.2.p,_4.1.2_,'glycolysis.cytosolic branch.phosphoglucomutase (PGM)',4.12826963879894e-11
eucgr.b03004.1.p,_29.1.18_,'protein.aa activation.glutamine-tRNA ligase',4.79485000188993e-12
eucgr.b03008.1.p,_20.2.99_,'stress.abiotic.unspecified',5.47887310251926e-12
eucgr.b03010.1.p,_20.2.99_,'stress.abiotic.unspecified',2.85451423327736e-12
eucgr.b03013.1.p,_1.3.2_,'PS.calvin cycle.rubisco small subunit',3.71680831356252e-09
eucgr.b03019.1.p,_28.2_,'DNA.repair',1.47657384044173e-12
eucgr.b03031.1.p,_29.4_,'protein.postranslational modification',1.00582687719571e-11
eucgr.b03043.1.p,_35.2_,'not assigned.unknown',5.09562976379405e-12
eucgr.b03060.1.p,_35.1.41_,'not assigned.no ontology.hydroxyproline rich proteins',1.82626288467518e-12
eucgr.b03067.1.p,_4.1.15_,'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)',4.82413259416227e-12
eucgr.b03074.1.p,_35.1_,'not assigned.no ontology',9.23172869407129e-13
eucgr.b03079.1.p,_35.2_,'not assigned.unknown',2.25690561377891e-12
eucgr.b03110.1.p,_20.2.1_,'stress.abiotic.heat',1.6748994760336e-11
eucgr.b03154.1.p,_35.1_,'not assigned.no ontology',9.03153095564872e-12
eucgr.b03166.3.p,_2.2.2.2_,'major CHO metabolism.degradation.starch.starch phosphorylase',5.79684626630143e-12
eucgr.b03168.1.p,_26.13_,'misc.acid and other phosphatases',1.02470991259885e-12
eucgr.b03178.1.p,_35.2_,'not assigned.unknown',3.36288378513759e-12
eucgr.b03195.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',7.81579126820014e-12
eucgr.b03234.1.p,_16.7_,'secondary metabolism.wax',1.561006699941e-12
eucgr.b03239.1.p,_29.4_,'protein.postranslational modification',2.42329929172625e-12
eucgr.b03241.1.p,_35.2_,'not assigned.unknown',3.39015598512356e-13
eucgr.b03272.1.p,_26.28_,'misc.GDSL-motif lipase',1.63798458524269e-12
eucgr.b03285.1.p,_34.7_,'transport.phosphate',1.67641157431532e-12
eucgr.b03289.1.p,_29.2.1.2.2.527_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27A',7.08871570626398e-12
eucgr.b03307.3.p,_8.2.11_,'TCA / org transformation.other organic acid transformatons.atp-citrate lyase',3.47898316632432e-12
eucgr.b03309.1.p,"_29.2.1.2.1.27_, _29.5.11_","'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27', 'protein.degradation.ubiquitin'",5.44758997065964e-11
eucgr.b03313.2.p,_18.4.5_,'Co-factor and vitamine metabolism.pantothenate.pantothenate kinase (PANK)',6.54249685018324e-13
eucgr.b03320.1.p,_8.3_,'TCA / org transformation.carbonic anhydrases',8.34307244604465e-11
eucgr.b03349.2.p,_5.10_,'fermentation.aldehyde dehydrogenase',7.28192762200373e-12
eucgr.b03357.1.p,_29.1.3_,'protein.aa activation.threonine-tRNA ligase',3.26443940635776e-12
eucgr.b03367.1.p,_33.99_,'development.unspecified',1.24713134378453e-12
eucgr.b03379.1.p,_8.1.1.1_,'TCA / org transformation.TCA.pyruvate DH.E1',1.28937589045853e-11
eucgr.b03411.2.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',1.85753428183909e-12
eucgr.b03437.1.p,_13.1.3.6.1.2_,'amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase',3.03654465798561e-12
eucgr.b03442.1.p,_29.2.1.2.2.34_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34',3.52684905596987e-12
eucgr.b03460.3.p,_11.1.4_,'lipid metabolism.FA synthesis and FA elongation.ACP oxoacyl reductase',2.20190076138586e-12
eucgr.b03494.1.p,_1.1.2.1_,'PS.lightreaction.photosystem I.LHC-I',2.47813308177034e-11
eucgr.b03507.2.p,_29.3.1_,'protein.targeting.nucleus',1.1322402515723e-12
eucgr.b03530.3.p,_35.1_,'not assigned.no ontology',3.25261941871667e-12
eucgr.b03534.1.p,"_27.3.99_, _31.4_","'RNA.regulation of transcription.unclassified', 'cell.vesicle transport'",4.11980880004669e-12
eucgr.b03560.1.p,_9.7_,'mitochondrial electron transport / ATP synthesis.cytochrome c oxidase',2.85286164082343e-12
eucgr.b03570.1.p,_30.3_,'signalling.calcium',4.61800868587337e-12
eucgr.b03573.1.p,_29.2.1.2.2.21_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L21',1.67268248291487e-11
eucgr.b03574.2.p,_29.2.1.2.2.10_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10',2.31452687770423e-12
eucgr.b03576.1.p,_35.2_,'not assigned.unknown',2.24158360642966e-12
eucgr.b03577.1.p,_35.2_,'not assigned.unknown',1.24487024761314e-12
eucgr.b03590.1.p,_30.3_,'signalling.calcium',6.72592522764205e-13
eucgr.b03593.2.p,_29.6_,'protein.folding',9.74339119691812e-11
eucgr.b03603.1.p,_34.9_,'transport.metabolite transporters at the mitochondrial membrane',3.63123615804986e-11
eucgr.b03604.2.p,_31.1.1.2_,'cell.organisation.cytoskeleton.mikrotubuli',2.69694750897357e-11
eucgr.b03621.1.p,_27.1.2_,'RNA.processing.RNA helicase',4.80900293996487e-12
eucgr.b03653.2.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",1.31975873745511e-12
eucgr.b03657.1.p,_26.3_,"'misc.gluco-, galacto- and mannosidases'",6.13855745175734e-13
eucgr.b03677.1.p,_35.2_,'not assigned.unknown',2.39906690718729e-12
eucgr.b03691.1.p,_14.3_,'S-assimilation.sulfite redox',6.12530039874468e-11
eucgr.b03694.1.p,_26.11.1_,'misc.alcohol dehydrogenases.cinnamyl alcohol dehydrogenase',1.02111532002962e-12
eucgr.b03696.1.p,_26.11.1_,'misc.alcohol dehydrogenases.cinnamyl alcohol dehydrogenase',1.11555239760165e-11
eucgr.b03711.1.p,_2.2.1.4_,'major CHO metabolism.degradation.sucrose.hexokinase',2.71546255240863e-12
eucgr.b03717.2.p,_35.2_,'not assigned.unknown',1.35735113329501e-12
eucgr.b03720.1.p,"_1.2.3_, _13.1.1.3.11_, _13.1.5.2.3_","'PS.photorespiration.aminotransferases peroxisomal', 'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase', 'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase'",4.26264347870144e-10
eucgr.b03754.1.p,"_29.4_, _29.6_","'protein.postranslational modification', 'protein.folding'",1.17091609284033e-11
eucgr.b03759.1.p,_30.1_,'signalling.in sugar and nutrient physiology',2.86450655020913e-12
eucgr.b03771.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',1.23382929847724e-11
eucgr.b03792.2.p,_21.99_,'redox.misc',1.94319805714725e-12
eucgr.b03800.2.p,"_29.5.11_, _29.5.11.5_","'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.ubiquitin protease'",3.03963266902677e-12
eucgr.b03845.1.p,_29.3.4.2_,'protein.targeting.secretory pathway.golgi',2.72406113269761e-13
eucgr.b03850.2.p,"_29.2.1.1.3.2.510_, _29.2.1.2.2.510_","'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10A', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A'",4.04548129368129e-12
eucgr.b03891.1.p,"_1.3.6_, _4.1.10_, _4.3.10_","'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'",7.31699996236971e-13
eucgr.b03902.1.p,_10.1.3_,'cell wall.precursor synthesis.AXS',1.19705921770612e-12
eucgr.b03914.1.p,_29.5_,'protein.degradation',2.47968338791383e-12
eucgr.b03924.1.p,_31.5.1_,'cell.cell death.plants',8.49781818455861e-13
eucgr.b03930.2.p,_21.6_,'redox.dismutases and catalases',5.52132350891817e-11
eucgr.b03943.1.p,_16.2.1.3_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL',7.41472450906564e-12
eucgr.b03987.1.p,"_3.1.1.1_, _3.1.1.2_","'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'",6.2030329646956e-12
