Protein,NAME,BINCODE,mean,V1,V2,V3,V4,V5,V6,V7,mult_assignment
eucgr.i01779.6.p,"'protein.targeting.secretory pathway.unspecified', 'protein.postranslational modification'","_29.3.4.99_, _29.4_",2.54790772354478,'protein.targeting.secretory pathway.unspecified', 'protein.postranslational modification',NA,NA,NA,NA,NA, _29.4_
eucgr.i02232.1.p,"'TCA / org transformation.TCA.IDH', 'TCA / org transformation.other organic acid transformatons.IDH'","_8.1.4_, _8.2.4_",0.861795520243076,'TCA / org transformation.TCA.IDH', 'TCA / org transformation.other organic acid transformatons.IDH',NA,NA,NA,NA,NA, _8.2.4_
eucgr.i02742.1.p,"'protein.postranslational modification', 'protein.postranslational modification.kinase'","_29.4_, _29.4.1_",0.279909450359557,'protein.postranslational modification', 'protein.postranslational modification.kinase',NA,NA,NA,NA,NA, _29.4.1_
eucgr.i02810.1.p,"'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases'","_16.2.1.9_, _26.6_",0.430027947975306,'secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.j00023.1.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",2.10603195665697,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.j00025.1.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",28.6046834041814,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.j00048.2.p,"'cell.organisation', 'cell.organisation.cytoskeleton.actin.actin depolymerizing factors'","_31.1_, _31.1.1.1.2_",0.530927136368245,'cell.organisation', 'cell.organisation.cytoskeleton.actin.actin depolymerizing factors',NA,NA,NA,NA,NA, _31.1.1.1.2_
eucgr.j00048.3.p,"'cell.organisation', 'cell.organisation.cytoskeleton.actin.actin depolymerizing factors'","_31.1_, _31.1.1.1.2_",0.099811260799087,'cell.organisation', 'cell.organisation.cytoskeleton.actin.actin depolymerizing factors',NA,NA,NA,NA,NA, _31.1.1.1.2_
eucgr.j00492.1.p,"'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10A', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A'","_29.2.1.1.3.2.510_, _29.2.1.2.2.510_",0.290880712064215,'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L10A', 'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L10A',NA,NA,NA,NA,NA, _29.2.1.2.2.510_
eucgr.j00865.1.p,"'PS.lightreaction.photosystem II.biogenesis', 'protein.assembly and cofactor ligation'","_1.1.1.3_, _29.8_",2.13499162312294,'PS.lightreaction.photosystem II.biogenesis', 'protein.assembly and cofactor ligation',NA,NA,NA,NA,NA, _29.8_
eucgr.j01565.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilase', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_16.5.1.3.3_, _26.8_",0.150670874464969,'secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilase', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases',NA, _26.8_
eucgr.j02011.1.p,"'secondary metabolism.N misc.alkaloid-like', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_16.4.1_, _26.8_",0.358946336099102,'secondary metabolism.N misc.alkaloid-like', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases',NA, _26.8_
eucgr.j02016.1.p,"'secondary metabolism.N misc.alkaloid-like', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_16.4.1_, _26.8_",0.0987188032345726,'secondary metabolism.N misc.alkaloid-like', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases',NA, _26.8_
eucgr.j03127.2.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",0.659828554495645,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
eucgr.j03190.3.p,"'protein.targeting.secretory pathway.vacuole', 'protein.degradation', 'protein.degradation.cysteine protease'","_29.3.4.3_, _29.5_, _29.5.3_",0.0493360977495653,'protein.targeting.secretory pathway.vacuole', 'protein.degradation', 'protein.degradation.cysteine protease',NA,NA,NA,NA, _29.5_
eucgr.k00070.1.p,"'fermentation.ADH', 'misc.alcohol dehydrogenases'","_5.3_, _26.11_",1.81615142112619,'fermentation.ADH', 'misc.alcohol dehydrogenases',NA,NA,NA,NA,NA, _26.11_
eucgr.k00071.1.p,"'fermentation.ADH', 'misc.alcohol dehydrogenases'","_5.3_, _26.11_",0.312651640513946,'fermentation.ADH', 'misc.alcohol dehydrogenases',NA,NA,NA,NA,NA, _26.11_
eucgr.k00253.1.p,"'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified'","_27.3.67_, _27.3.99_",0.207465134260861,'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified',NA,NA,NA,NA,NA, _27.3.99_
eucgr.k00588.2.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",0.110357379497927,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _13.1.3.4.11_
eucgr.k00793.1.p,"'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'","_26.7_, _26.11_",0.392865480815581,'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases',NA,NA,NA,NA, _26.11_
eucgr.k00795.1.p,"'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'","_26.7_, _26.11_",0.045877506770474,'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases',NA,NA,NA,NA, _26.11_
eucgr.k01066.5.p,"'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.cycle'","_9.1.1_, _31.3_",0.500196581261289,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.cycle',NA,NA,NA,NA,NA, _31.3_
eucgr.k01317.1.p,"'cell.division', 'development.unspecified'","_31.2_, _33.99_",0.228400181250481,'cell.division', 'development.unspecified',NA,NA,NA,NA,NA, _33.99_
eucgr.k02073.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",0.447837125027964,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.1.10_
eucgr.k02110.2.p,"'protein.folding', 'cell.cycle.peptidylprolyl isomerase'","_29.6_, _31.3.1_",1.05489160725701,'protein.folding', 'cell.cycle.peptidylprolyl isomerase',NA,NA,NA,NA,NA, _31.3.1_
eucgr.k02304.1.p,"'protein.synthesis.initiation', 'development.unspecified'","_29.2.3_, _33.99_",1.10766628854898,'protein.synthesis.initiation', 'development.unspecified',NA,NA,NA,NA,NA, _33.99_
eucgr.k02308.1.p,"'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator'","_27.3.50_, _27.3.67_",0.446237326720328,'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator',NA,NA,NA,NA,NA, _27.3.67_
eucgr.k02707.1.p,"'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.E1'","_29.5.11_, _29.5.11.2_",0.0823581368068661,'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.E1',NA,NA,NA,NA,NA, _29.5.11.2_
eucgr.k02799.2.p,"'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'","_29.7.5_, _29.7.8_",0.135963228047876,'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)',NA, _29.7.8_
eucgr.k03563.2.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",2.99141720610076,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA, _3.1.1.2_
eucgr.k03601.3.p,"'amino acid metabolism.degradation.branched chain group.shared', 'amino acid metabolism.degradation.branched chain group.isoleucine'","_13.2.4.1_, _13.2.4.5_",0.156884535635006,'amino acid metabolism.degradation.branched chain group.shared', 'amino acid metabolism.degradation.branched chain group.isoleucine',NA,NA,NA,NA,NA, _13.2.4.5_
eucgr.l00994.1.p,"'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'","_17.4.1_, _26.2_",0.150136910787887,'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA,NA,NA, _26.2_
eucgr.l01476.1.p,"'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'","_29.7.5_, _29.7.8_",0.120033583726349,'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)',NA, _29.7.8_
eucgr.l01804.1.p,"'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative'","_3.1.1.1_, _3.1.1.2_",0.149398543304199,'minor CHO metabolism.raffinose family.galactinol synthases.known', 'minor CHO metabolism.raffinose family.galactinol synthases.putative',NA,NA,NA,NA,NA, _3.1.1.2_
eucgr.l02144.1.p,"'DNA.synthesis/chromatin structure.histone.core.H2A', 'DNA.synthesis/chromatin structure.histone.core.H2B'","_28.1.3.2.1_, _28.1.3.2.2_",10.9801681697806,'DNA.synthesis/chromatin structure.histone.core.H2A', 'DNA.synthesis/chromatin structure.histone.core.H2B',NA,NA,NA,NA,NA, _28.1.3.2.2_
eucgr.l02505.1.p,"'stress.biotic', 'stress.biotic.PR-proteins'","_20.1_, _20.1.7_",0.683245129796965,'stress.biotic', 'stress.biotic.PR-proteins',NA,NA,NA,NA,NA, _20.1.7_
eucgr.l02920.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.3.2_, _11.9.4.5_, _24_",0.142035652078436,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA, _11.9.4.5_
eucgr.l03085.1.p,"'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases'","_17.8.1_, _26.6_",0.108638064807149,'hormone metabolism.salicylic acid.synthesis-degradation', 'misc.O-methyl transferases',NA,NA,NA,NA,NA, _26.6_
eucgr.l03133.1.p,"'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate'","_21.2_, _21.2.1_",0.264169462019838,'redox.ascorbate and glutathione', 'redox.ascorbate and glutathione.ascorbate',NA,NA,NA,NA,NA, _21.2.1_
eucgr.l03563.1.p,"'stress.abiotic.heat', 'protein.folding'","_20.2.1_, _29.6_",0.0660314403843619,'stress.abiotic.heat', 'protein.folding',NA,NA,NA,NA,NA, _29.6_
sp|p09843|cyb_oenbe,"'mitochondrial electron transport / ATP synthesis.cytochrome c reductase', 'protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S14'","_9.5_, _29.2.1.1.2.1.14_",0.850045085489894,'mitochondrial electron transport / ATP synthesis.cytochrome c reductase', 'protein.synthesis.ribosomal protein.prokaryotic.mitochondrion.30S subunit.S14',NA,NA,NA,NA,NA, _29.2.1.1.2.1.14_
tr|b5tm92|b5tm92_arath,"'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear'","_9.1.1_, _9.1.2_",0.251057842643827,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',NA,NA,NA,NA,NA, _9.1.2_
eucgr.a01021.4.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",0.608025983635224,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _15.2_
eucgr.a01538.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",2.71040340952714,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.3.10_
eucgr.a01833.1.p,"'transport.metabolite transporters at the envelope membrane', 'transport.metabolite transporters at the mitochondrial membrane', 'transport.unspecified cations'","_34.8_, _34.9_, _34.14_",0.711709945575397,'transport.metabolite transporters at the envelope membrane', 'transport.metabolite transporters at the mitochondrial membrane', 'transport.unspecified cations',NA,NA,NA,NA, _34.14_
eucgr.b00195.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase', 'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450'","_16.5.1.1.4.1_, _16.8.3.3_, _26.10_",0.220892258844467,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.CYP83B1 phenylacetaldoxime monooxygenase', 'secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3''-monooxygenase', 'misc.cytochrome P450',NA,NA,NA,NA, _26.10_
eucgr.b00856.1.p,"'protein.postranslational modification', 'signalling.G-proteins', 'development.unspecified'","_29.4_, _30.5_, _33.99_",0.974252796207698,'protein.postranslational modification', 'signalling.G-proteins', 'development.unspecified',NA,NA,NA,NA, _33.99_
eucgr.b03720.1.p,"'PS.photorespiration.aminotransferases peroxisomal', 'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase', 'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase'","_1.2.3_, _13.1.1.3.11_, _13.1.5.2.3_",20.9181474684609,'PS.photorespiration.aminotransferases peroxisomal', 'amino acid metabolism.synthesis.central amino acid metabolism.alanine.alanine-glyoxylate aminotransferase', 'amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.serine glyoxylate aminotransferase',NA,NA,NA,NA, _13.1.5.2.3_
eucgr.b03891.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",0.0302973924282048,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.3.10_
eucgr.d02202.1.p,"'protein.degradation.ubiquitin.ubiquitin protease', 'cell.vesicle transport', 'development.unspecified'","_29.5.11.5_, _31.4_, _33.99_",0.0483080199636587,'protein.degradation.ubiquitin.ubiquitin protease', 'cell.vesicle transport', 'development.unspecified',NA,NA,NA,NA, _33.99_
eucgr.e01244.1.p,"'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _16.8.4.2_, _20.1_, _26.2_",0.0543218719078122,'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _20.1_
eucgr.e01246.1.p,"'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _17.4.1_, _20.1_, _26.2_",0.0946658557930919,'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _20.1_
eucgr.h00261.2.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases'","_16.5.1.1.1.8_, _17.8.1_, _17.8.1.1.4_, _17.8.1.1.5_, _26.2_",0.00943645175892249,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases',NA, _17.8.1.1.4_
eucgr.h00849.1.p,"'amino acid metabolism.degradation.branched chain group.isoleucine', 'amino acid metabolism.degradation.aromatic aa.tryptophan', 'secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'","_13.2.4.5_, _13.2.6.3_, _16.1.2.1_",0.394313730547973,'amino acid metabolism.degradation.branched chain group.isoleucine', 'amino acid metabolism.degradation.aromatic aa.tryptophan', 'secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase',NA,NA,NA,NA, _16.1.2.1_
eucgr.h01973.1.p,"'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_17_, _17.5.3_, _26.8_",0.0368231411251332,'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases', _26.8_
eucgr.h03105.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'","_16.5.1.1.1.13_, _17.5.1_, _21.2_",0.0874077318948,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione',NA,NA,NA,NA, _21.2_
eucgr.h03118.1.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione'","_16.5.1.1.1.13_, _17.5.1_, _21.2_",0.335162723050735,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase', 'hormone metabolism.ethylene.synthesis-degradation', 'redox.ascorbate and glutathione',NA,NA,NA,NA, _21.2_
eucgr.h03340.1.p,"'hormone metabolism.jasmonate.synthesis-degradation.jasmonate-O-methyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.methyl-SA methylesterase'","_17.7.1.10_, _17.8.1_, _17.8.1.1.7_",0.0135805727263967,'hormone metabolism.jasmonate.synthesis-degradation.jasmonate-O-methyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.methyl-SA methylesterase',NA,NA,NA,NA, _17.8.1.1.7_
eucgr.h04112.1.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",1.45997485297098,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _15.2_
eucgr.i00664.2.p,"'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)', 'Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase'","_13.1.4.1.4_, _16.5.1.1.1.1_, _18.4.1_",0.0904696582416823,'amino acid metabolism.synthesis.branched chain group.common.branched-chain amino acid aminotransferase', 'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT)', 'Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase',NA,NA,NA,NA, _18.4.1_
eucgr.i01161.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.3.2_, _11.9.4.5_, _24_",0.153229497347247,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA, _24_
eucgr.i01198.1.p,"'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases'","_17_, _17.5.3_, _26.8_",0.0500752047048289,'hormone metabolism', 'hormone metabolism.ethylene.induced-regulated-responsive-activated', 'misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases', _26.8_
eucgr.j03190.3.p,"'protein.targeting.secretory pathway.vacuole', 'protein.degradation', 'protein.degradation.cysteine protease'","_29.3.4.3_, _29.5_, _29.5.3_",0.0493360977495653,'protein.targeting.secretory pathway.vacuole', 'protein.degradation', 'protein.degradation.cysteine protease',NA,NA,NA,NA, _29.5.3_
eucgr.k00588.2.p,"'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'","_13.1.3.4_, _13.1.3.4.11_, _15.2_",0.110357379497927,'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage',NA,NA,NA, _15.2_
eucgr.k02073.1.p,"'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'","_1.3.6_, _4.1.10_, _4.3.10_",0.447837125027964,'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase',NA,NA,NA,NA, _4.3.10_
eucgr.l02920.1.p,"'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'","_11.9.3.2_, _11.9.4.5_, _24_",0.142035652078436,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase', 'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics',NA,NA,NA,NA, _24_
eucgr.e01244.1.p,"'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _16.8.4.2_, _20.1_, _26.2_",0.0543218719078122,'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _26.2_
eucgr.e01246.1.p,"'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'","_16.8.4_, _17.4.1_, _20.1_, _26.2_",0.0946658557930919,'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases',NA,NA,NA, _26.2_
eucgr.h00261.2.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases'","_16.5.1.1.1.8_, _17.8.1_, _17.8.1.1.4_, _17.8.1.1.5_, _26.2_",0.00943645175892249,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases',NA, _17.8.1.1.5_
eucgr.h00261.2.p,"'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases'","_16.5.1.1.1.8_, _17.8.1_, _17.8.1.1.4_, _17.8.1.1.5_, _26.2_",0.00943645175892249,'secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.UDP-glycosyltransferase', 'hormone metabolism.salicylic acid.synthesis-degradation', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ether bond making SAG', 'hormone metabolism.salicylic acid.synthesis-degradation.synthesis.SA glucosyltransferase ester and ether bond making SGE, SAG', 'misc.UDP glucosyl and glucoronyl transferases',NA, _26.2_
