BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_1.1.4.3.3_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.VIPP protein','eucgr.a00018.1.p','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.VIPP protein (original description: none)',T
_1.1.4.3.3_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.VIPP protein','eucgr.k00001.1.p','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.VIPP protein (original description: none)',T
_1.1.4.3.4_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.YCF3 protein','tr|t1qke8|t1qke8_eucgl','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.YCF3 protein (original description: none)',T
_1.1.4.3.5_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.YCF4 protein','tr|t1qkf7|t1qkf7_eucgl','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.YCF4 protein (original description: none)',T
_1.1.4.3.6_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.PYG7 protein','eucgr.f02626.1.p','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.PYG7 protein (original description: none)',T
_1.1.4.3.7_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.Y3IP1 protein','eucgr.e03887.1.p','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.Y3IP1 protein (original description: none)',T
_1.1.4.3.8_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.PSA2 protein','','',
_1.1.4.3.9_,'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.PSA3 protein','eucgr.i01814.1.p','Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.PSA3 protein (original description: none)',T
_1.1.5_,'Photosynthesis.photophosphorylation.ferredoxin electron carrier','eucgr.i02744.1.p','Photosynthesis.photophosphorylation.ferredoxin electron carrier (original description: none)',T
_1.1.6_,'Photosynthesis.photophosphorylation.linear electron flow','','',
_1.1.6.1_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity','','',
_1.1.6.1.1_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.ferredoxin-NADP oxidoreductase','eucgr.i02340.1.p','Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.ferredoxin-NADP oxidoreductase (original description: none)',T
_1.1.6.1.2_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering','','',
_1.1.6.1.2.1_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TROL protein','eucgr.e00068.1.p','Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TROL protein (original description: none)',T
_1.1.6.1.2.2_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TIC62 protein','eucgr.g00478.1.p','Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TIC62 protein (original description: none)',T
_1.1.6.1.2.2_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TIC62 protein','eucgr.g01505.1.p','Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.TIC62 protein (original description: none)',T
_1.1.6.1.3_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR regulation','','',
_1.1.6.1.3.1_,'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR regulation.LIR1 protein','','',
_1.1.7_,'Photosynthesis.photophosphorylation.cyclic electron flow','','',
_1.1.7.1_,'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5/PGRL1 complex','','',
_1.1.7.1.1_,'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5/PGRL1 complex.PGR5-like component','eucgr.h02963.1.p','Photosynthesis.photophosphorylation.cyclic electron flow.PGR5/PGRL1 complex.PGR5-like component (original description: none)',T
_1.1.7.1.2_,'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5/PGRL1 complex.PGRL1-like component','eucgr.d01944.1.p','Photosynthesis.photophosphorylation.cyclic electron flow.PGR5/PGRL1 complex.PGRL1-like component (original description: none)',T
_1.1.8_,'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow','','',
_1.1.8.1_,'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow.flavodiiron protein','','',
_1.1.9_,'Photosynthesis.photophosphorylation.chlororespiration','','',
_1.1.9.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex','','',
_1.1.9.1.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M','','',
_1.1.9.1.1.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component','tr|t1qlf0|t1qlf0_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhA component (original description: none)',T
_1.1.9.1.1.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhB component','','',
_1.1.9.1.1.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhC component','','',
_1.1.9.1.1.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhD component','','',
_1.1.9.1.1.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhE component','','',
_1.1.9.1.1.6_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component','tr|t1qlw4|t1qlw4_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhF component (original description: none)',T
_1.1.9.1.1.7_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.NdhG component','','',
_1.1.9.1.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A','','',
_1.1.9.1.2.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhH component','tr|t1qkm6|t1qkm6_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhH component (original description: none)',T
_1.1.9.1.2.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhI component','tr|t1qlj3|t1qlj3_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhI component (original description: none)',T
_1.1.9.1.2.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhJ component','tr|t1qkj7|t1qkj7_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhJ component (original description: none)',T
_1.1.9.1.2.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhK component','tr|t1qlb9|t1qlb9_eucgl','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhK component (original description: none)',T
_1.1.9.1.2.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhL component','','',
_1.1.9.1.2.6_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhM component','eucgr.f03852.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhM component (original description: none)',T
_1.1.9.1.2.7_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhN component','eucgr.j01847.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhN component (original description: none)',T
_1.1.9.1.2.8_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhO component','eucgr.i00205.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.NdhO component (original description: none)',T
_1.1.9.1.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B','','',
_1.1.9.1.3.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB1/NDF1 component','eucgr.f03957.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB1/NDF1 component (original description: none)',T
_1.1.9.1.3.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB2/NDF2 component','eucgr.k01497.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB2/NDF2 component (original description: none)',T
_1.1.9.1.3.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB3/NDF4 component','eucgr.f03055.2.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB3/NDF4 component (original description: none)',T
_1.1.9.1.3.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB4/NDF6 component','eucgr.k02487.3.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB4/NDF6 component (original description: none)',T
_1.1.9.1.3.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB5/NDH18 component','eucgr.h00220.2.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.PnsB5/NDH18 component (original description: none)',T
_1.1.9.1.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L','','',
_1.1.9.1.4.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL1 component','eucgr.l03253.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL1 component (original description: none)',T
_1.1.9.1.4.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL2/PQL1 component','eucgr.l02948.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL2/PQL1 component (original description: none)',T
_1.1.9.1.4.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL3/PQL2 component','eucgr.f00997.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL3/PQL2 component (original description: none)',T
_1.1.9.1.4.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL4 component','','',
_1.1.9.1.4.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL5 component','eucgr.h04606.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL5 component (original description: none)',T
_1.1.9.1.4.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL5 component','eucgr.a00992.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.PnsL5 component (original description: none)',T
_1.1.9.1.5_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E','','',
_1.1.9.1.5.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhS component','','',
_1.1.9.1.5.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhT component','','',
_1.1.9.1.5.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhU component','eucgr.c03150.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhU component (original description: none)',T
_1.1.9.1.5.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhV component','eucgr.h00675.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.NdhV component (original description: none)',T
_1.1.9.1.6_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization','','',
_1.1.9.1.6.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex','','',
_1.1.9.1.6.1.1_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.alpha subunit','eucgr.b02532.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.alpha subunit (original description: none)',T
_1.1.9.1.6.1.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.beta subunit','eucgr.b03593.2.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.beta subunit (original description: none)',T
_1.1.9.1.6.1.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.beta subunit','eucgr.g02400.1.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.Cpn60 chaperonin complex.beta subunit (original description: none)',T
_1.1.9.1.6.2_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.protein factor CRR1','eucgr.a02812.2.p','Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.protein factor CRR1 (original description: none)',T
_1.1.9.1.6.3_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.protein factor CRR3','','',
_1.1.9.1.6.4_,'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.assembly and stabilization.protein factor CRR6','','',
